,RoundID,MatchID,Team Initials,Coach Name,Line-up,Shirt Number,Player Name
0,201,1096,FRA,CAUDRON Raoul (FRA),S,0,Alex THEPOT
1,201,1096,MEX,LUQUE Juan (MEX),S,0,Oscar BONFIGLIO
2,201,1096,FRA,CAUDRON Raoul (FRA),S,0,Marcel LANGILLER
3,201,1096,MEX,LUQUE Juan (MEX),S,0,Juan CARRENO
4,201,1096,FRA,CAUDRON Raoul (FRA),S,0,Ernest LIBERATI
5,201,1096,MEX,LUQUE Juan (MEX),S,0,Rafael GARZA
6,201,1096,FRA,CAUDRON Raoul (FRA),S,0,Andre MASCHINOT
7,201,1096,MEX,LUQUE Juan (MEX),S,0,Hilario LOPEZ
8,201,1096,FRA,CAUDRON Raoul (FRA),S,0,Etienne MATTLER
9,201,1096,MEX,LUQUE Juan (MEX),S,0,Dionisio MEJIA
10,201,1096,FRA,CAUDRON Raoul (FRA),S,0,Marcel PINEL
11,201,1096,MEX,LUQUE Juan (MEX),S,0,Felipe ROSAS
12,201,1096,FRA,CAUDRON Raoul (FRA),S,0,Alex VILLAPLANE
13,201,1096,MEX,LUQUE Juan (MEX),S,0,Manuel ROSAS
14,201,1096,FRA,CAUDRON Raoul (FRA),S,0,Lucien LAURENT
15,201,1096,MEX,LUQUE Juan (MEX),S,0,Jose RUIZ
16,201,1096,FRA,CAUDRON Raoul (FRA),S,0,Marcel CAPELLE
17,201,1096,MEX,LUQUE Juan (MEX),S,0,Alfredo SANCHEZ
18,201,1096,FRA,CAUDRON Raoul (FRA),S,0,Augustin CHANTREL
19,201,1096,MEX,LUQUE Juan (MEX),S,0,Efrain AMEZCUA
20,201,1096,FRA,CAUDRON Raoul (FRA),S,0,Edmond DELFOUR
21,201,1096,MEX,LUQUE Juan (MEX),S,0,Luis PEREZ
22,201,1096,FRA,CAUDRON Raoul (FRA),N,0,Celestin DELMER
23,201,1096,MEX,LUQUE Juan (MEX),N,0,Isidoro SOTA
24,201,1096,FRA,CAUDRON Raoul (FRA),N,0,Andre TASSIN
25,201,1096,MEX,LUQUE Juan (MEX),N,0,Jesus CASTRO
26,201,1096,FRA,CAUDRON Raoul (FRA),N,0,Nouma ANDOIRE
27,201,1096,MEX,LUQUE Juan (MEX),N,0,Felipe OLIVARES
28,201,1096,FRA,CAUDRON Raoul (FRA),N,0,Jean LAURENT
29,201,1096,MEX,LUQUE Juan (MEX),N,0,Raimundo RODRIGUEZ
30,201,1096,FRA,CAUDRON Raoul (FRA),N,0,Emile VEINANTE
31,201,1096,MEX,LUQUE Juan (MEX),N,0,Roberto GAYON
32,201,1096,MEX,LUQUE Juan (MEX),N,0,Francisco GARZA GUTIERREZ
33,201,1090,USA,MILLAR Bob (USA),S,0,Jimmy DOUGLAS
34,201,1090,BEL,GOETINCK Hector (BEL),S,0,Arnold BADJOU
35,201,1090,USA,MILLAR Bob (USA),S,0,Tom FLORIE
36,201,1090,BEL,GOETINCK Hector (BEL),S,0,Jean DE CLERQ
37,201,1090,USA,MILLAR Bob (USA),S,0,Jimmy GALLAGHER
38,201,1090,BEL,GOETINCK Hector (BEL),S,0,Jan DIDDENS
39,201,1090,USA,MILLAR Bob (USA),S,0,Billy GONSALVES
40,201,1090,BEL,GOETINCK Hector (BEL),S,0,Auguste HELLEMANS
41,201,1090,USA,MILLAR Bob (USA),S,0,Bart McGHEE
42,201,1090,BEL,GOETINCK Hector (BEL),S,0,Nikolaas HOYDONCKX
43,201,1090,USA,MILLAR Bob (USA),S,0,George MOORHOUSE
44,201,1090,BEL,GOETINCK Hector (BEL),S,0,Jacques MOESCHAL
45,201,1090,USA,MILLAR Bob (USA),S,0,Bert PATENAUDE
46,201,1090,BEL,GOETINCK Hector (BEL),S,0,Theodore NOUWENS
47,201,1090,USA,MILLAR Bob (USA),S,0,Ralph TRACY
48,201,1090,BEL,GOETINCK Hector (BEL),S,0,Fernand ADAMS
49,201,1090,USA,MILLAR Bob (USA),S,0,Alexander WOOD
50,201,1090,BEL,GOETINCK Hector (BEL),S,0,Louis VERSYP
51,201,1090,USA,MILLAR Bob (USA),S,0,Andrew AULD
52,201,1090,BEL,GOETINCK Hector (BEL),S,0,Bernard VOORHOOF
53,201,1090,USA,MILLAR Bob (USA),S,0,Jim BROWN
54,201,1090,BEL,GOETINCK Hector (BEL),S,0,Pierre BRAINE
55,201,1090,USA,MILLAR Bob (USA),N,0,Frank VAUGHN
56,201,1090,BEL,GOETINCK Hector (BEL),N,0,Alexis CHANTRAINE
57,201,1090,USA,MILLAR Bob (USA),N,0,Mike BOOKIE
58,201,1090,BEL,GOETINCK Hector (BEL),N,0,Jean DE BIE
59,201,1090,USA,MILLAR Bob (USA),N,0,Jim GENTLE
60,201,1090,BEL,GOETINCK Hector (BEL),N,0,Andre SAEYS
61,201,1090,USA,MILLAR Bob (USA),N,0,Phil SLONE
62,201,1090,BEL,GOETINCK Hector (BEL),N,0,Henri DE DEKEN
63,201,1090,USA,MILLAR Bob (USA),N,0,Arnie OLIVER
64,201,1090,BEL,GOETINCK Hector (BEL),N,0,Gerard DELBEKE
65,201,1093,YUG,SIMONOVIC Bosko (YUG),S,0,Milovan JAKSIC
66,201,1093,BRA,DE CARVALHO Pindaro (BRA),S,0,JOEL
67,201,1093,YUG,SIMONOVIC Bosko (YUG),S,0,Blagoje MARJANOVIC
68,201,1093,BRA,DE CARVALHO Pindaro (BRA),S,0,TEOPHILO
69,201,1093,YUG,SIMONOVIC Bosko (YUG),S,0,Dragan MIHAJLOVIC
70,201,1093,BRA,DE CARVALHO Pindaro (BRA),S,0,POLY
71,201,1093,YUG,SIMONOVIC Bosko (YUG),S,0,Milorad ARSENIJEVIC
72,201,1093,BRA,DE CARVALHO Pindaro (BRA),S,0,FAUSTO
73,201,1093,YUG,SIMONOVIC Bosko (YUG),S,0,Ivica BEK
74,201,1093,BRA,DE CARVALHO Pindaro (BRA),S,0,PREGUINHO
75,201,1093,YUG,SIMONOVIC Bosko (YUG),S,0,Momcilo DJOKIC
76,201,1093,BRA,DE CARVALHO Pindaro (BRA),S,0,NILO
77,201,1093,YUG,SIMONOVIC Bosko (YUG),S,0,Milutin IVKOVIC
78,201,1093,BRA,DE CARVALHO Pindaro (BRA),S,0,BRILHANTE
79,201,1093,YUG,SIMONOVIC Bosko (YUG),S,0,Djordje VUJADINOVIC
80,201,1093,BRA,DE CARVALHO Pindaro (BRA),S,0,ARAKEN
81,201,1093,YUG,SIMONOVIC Bosko (YUG),S,0,Aleksandar TIRNANIC
82,201,1093,BRA,DE CARVALHO Pindaro (BRA),S,0,HERMOGENES
83,201,1093,YUG,SIMONOVIC Bosko (YUG),S,0,Branislav SEKULIC
84,201,1093,BRA,DE CARVALHO Pindaro (BRA),S,0,ITALIA
85,201,1093,YUG,SIMONOVIC Bosko (YUG),S,0,Ljubisa STEFANOVIC
86,201,1093,BRA,DE CARVALHO Pindaro (BRA),S,0,FERNANDO GIUDICELLI
87,201,1093,YUG,SIMONOVIC Bosko (YUG),N,0,Dragan TOSIC
88,201,1093,BRA,DE CARVALHO Pindaro (BRA),N,0,CARVALHO LEITE
89,201,1093,YUG,SIMONOVIC Bosko (YUG),N,0,Milan STOJANOVIC
