,Year,Home Team Name,Home Team Goals,Away Team Goals,Away Team Name,Win conditions,Position_x,Country_x,Image_x,Position_y,Country_y,Image_y
16,1994,Korea Republic,0,0,Bolivia, ,37.0,Korea Republic,https://api.fifa.com/api/v1/picture/flags-sq-4/kor,43.0,Bolivia,https://api.fifa.com/api/v1/picture/flags-sq-4/bol
17,1994,Mexico,2,1,"rn"">Republic of Ireland", ,13.0,Mexico,https://api.fifa.com/api/v1/picture/flags-sq-4/mex,,,
18,1994,Sweden,3,1,Russia, ,3.0,Sweden,https://api.fifa.com/api/v1/picture/flags-sq-4/swe,20.0,Russia,https://api.fifa.com/api/v1/picture/flags-sq-4/rus
19,1994,Brazil,3,0,Cameroon, ,1.0,Brazil,https://api.fifa.com/api/v1/picture/flags-sq-4/bra,24.0,Cameroon,https://api.fifa.com/api/v1/picture/flags-sq-4/cmr
20,1994,Belgium,1,0,Netherlands, ,34.0,Belgium,https://api.fifa.com/api/v1/picture/flags-sq-4/bel,11.0,Netherlands,https://api.fifa.com/api/v1/picture/flags-sq-4/ned
21,1994,Saudi Arabia,2,1,Morocco, ,35.0,Saudi Arabia,https://api.fifa.com/api/v1/picture/flags-sq-4/ksa,30.0,Morocco,https://api.fifa.com/api/v1/picture/flags-sq-4/mar
22,1994,Argentina,2,1,Nigeria, ,6.0,Argentina,https://api.fifa.com/api/v1/picture/flags-sq-4/arg,7.0,Nigeria,https://api.fifa.com/api/v1/picture/flags-sq-4/nga
23,1994,Bulgaria,4,0,Greece, ,29.0,Bulgaria,https://api.fifa.com/api/v1/picture/flags-sq-4/bul,32.0,Greece,https://api.fifa.com/api/v1/picture/flags-sq-4/gre
24,1994,USA,0,1,Romania, ,23.0,USA,https://api.fifa.com/api/v1/picture/flags-sq-4/usa,10.0,Romania,https://api.fifa.com/api/v1/picture/flags-sq-4/rou
25,1994,Switzerland,0,2,Colombia, ,8.0,Switzerland,https://api.fifa.com/api/v1/picture/flags-sq-4/sui,18.0,Colombia,https://api.fifa.com/api/v1/picture/flags-sq-4/col
26,1994,Germany,3,2,Korea Republic, ,2.0,Germany,https://api.fifa.com/api/v1/picture/flags-sq-4/ger,37.0,Korea Republic,https://api.fifa.com/api/v1/picture/flags-sq-4/kor
27,1994,Bolivia,1,3,Spain, ,43.0,Bolivia,https://api.fifa.com/api/v1/picture/flags-sq-4/bol,9.0,Spain,https://api.fifa.com/api/v1/picture/flags-sq-4/esp
28,1994,"rn"">Republic of Ireland",0,0,Norway, ,,,,4.0,Norway,https://api.fifa.com/api/v1/picture/flags-sq-4/nor
29,1994,Brazil,1,1,Sweden, ,1.0,Brazil,https://api.fifa.com/api/v1/picture/flags-sq-4/bra,3.0,Sweden,https://api.fifa.com/api/v1/picture/flags-sq-4/swe
30,1994,Italy,1,1,Mexico, ,16.0,Italy,https://api.fifa.com/api/v1/picture/flags-sq-4/ita,13.0,Mexico,https://api.fifa.com/api/v1/picture/flags-sq-4/mex
31,1994,Russia,6,1,Cameroon, ,20.0,Russia,https://api.fifa.com/api/v1/picture/flags-sq-4/rus,24.0,Cameroon,https://api.fifa.com/api/v1/picture/flags-sq-4/cmr
32,1994,Morocco,1,2,Netherlands, ,30.0,Morocco,https://api.fifa.com/api/v1/picture/flags-sq-4/mar,11.0,Netherlands,https://api.fifa.com/api/v1/picture/flags-sq-4/ned
33,1994,Belgium,0,1,Saudi Arabia, ,34.0,Belgium,https://api.fifa.com/api/v1/picture/flags-sq-4/bel,35.0,Saudi Arabia,https://api.fifa.com/api/v1/picture/flags-sq-4/ksa
34,1994,Greece,0,2,Nigeria, ,32.0,Greece,https://api.fifa.com/api/v1/picture/flags-sq-4/gre,7.0,Nigeria,https://api.fifa.com/api/v1/picture/flags-sq-4/nga
35,1994,Argentina,0,2,Bulgaria, ,6.0,Argentina,https://api.fifa.com/api/v1/picture/flags-sq-4/arg,29.0,Bulgaria,https://api.fifa.com/api/v1/picture/flags-sq-4/bul
36,1994,Germany,3,2,Belgium, ,2.0,Germany,https://api.fifa.com/api/v1/picture/flags-sq-4/ger,34.0,Belgium,https://api.fifa.com/api/v1/picture/flags-sq-4/bel
37,1994,Spain,3,0,Switzerland, ,9.0,Spain,https://api.fifa.com/api/v1/picture/flags-sq-4/esp,8.0,Switzerland,https://api.fifa.com/api/v1/picture/flags-sq-4/sui
38,1994,Saudi Arabia,1,3,Sweden, ,35.0,Saudi Arabia,https://api.fifa.com/api/v1/picture/flags-sq-4/ksa,3.0,Sweden,https://api.fifa.com/api/v1/picture/flags-sq-4/swe
39,1994,Romania,3,2,Argentina, ,10.0,Romania,https://api.fifa.com/api/v1/picture/flags-sq-4/rou,6.0,Argentina,https://api.fifa.com/api/v1/picture/flags-sq-4/arg
40,1994,Netherlands,2,0,"rn"">Republic of Ireland", ,11.0,Netherlands,https://api.fifa.com/api/v1/picture/flags-sq-4/ned,,,
41,1994,Brazil,1,0,USA, ,1.0,Brazil,https://api.fifa.com/api/v1/picture/flags-sq-4/bra,23.0,USA,https://api.fifa.com/api/v1/picture/flags-sq-4/usa
42,1994,Nigeria,1,2,Italy,Italy win after extra time ,7.0,Nigeria,https://api.fifa.com/api/v1/picture/flags-sq-4/nga,16.0,Italy,https://api.fifa.com/api/v1/picture/flags-sq-4/ita
43,1994,Mexico,1,1,Bulgaria,Bulgaria win on penalties (1 - 3) ,13.0,Mexico,https://api.fifa.com/api/v1/picture/flags-sq-4/mex,29.0,Bulgaria,https://api.fifa.com/api/v1/picture/flags-sq-4/bul
44,1994,Italy,2,1,Spain, ,16.0,Italy,https://api.fifa.com/api/v1/picture/flags-sq-4/ita,9.0,Spain,https://api.fifa.com/api/v1/picture/flags-sq-4/esp
45,1994,Netherlands,2,3,Brazil, ,11.0,Netherlands,https://api.fifa.com/api/v1/picture/flags-sq-4/ned,1.0,Brazil,https://api.fifa.com/api/v1/picture/flags-sq-4/bra
46,1994,Bulgaria,2,1,Germany, ,29.0,Bulgaria,https://api.fifa.com/api/v1/picture/flags-sq-4/bul,2.0,Germany,https://api.fifa.com/api/v1/picture/flags-sq-4/ger
47,1994,Romania,2,2,Sweden,Sweden win on penalties (4 - 5) ,10.0,Romania,https://api.fifa.com/api/v1/picture/flags-sq-4/rou,3.0,Sweden,https://api.fifa.com/api/v1/picture/flags-sq-4/swe
48,1994,Bulgaria,1,2,Italy, ,29.0,Bulgaria,https://api.fifa.com/api/v1/picture/flags-sq-4/bul,16.0,Italy,https://api.fifa.com/api/v1/picture/flags-sq-4/ita
49,1994,Sweden,0,1,Brazil, ,3.0,Sweden,https://api.fifa.com/api/v1/picture/flags-sq-4/swe,1.0,Brazil,https://api.fifa.com/api/v1/picture/flags-sq-4/bra
50,1994,Sweden,4,0,Bulgaria, ,3.0,Sweden,https://api.fifa.com/api/v1/picture/flags-sq-4/swe,29.0,Bulgaria,https://api.fifa.com/api/v1/picture/flags-sq-4/bul
51,1994,Brazil,0,0,Italy,Brazil win on penalties (3 - 2) ,1.0,Brazil,https://api.fifa.com/api/v1/picture/flags-sq-4/bra,16.0,Italy,https://api.fifa.com/api/v1/picture/flags-sq-4/ita
52,1998,Brazil,2,1,Scotland, ,1.0,Brazil,https://api.fifa.com/api/v1/picture/flags-sq-4/bra,41.0,Scotland,https://api.fifa.com/api/v1/picture/flags-sq-4/sco
53,1998,Morocco,2,2,Norway, ,13.0,Morocco,https://api.fifa.com/api/v1/picture/flags-sq-4/mar,7.0,Norway,https://api.fifa.com/api/v1/picture/flags-sq-4/nor
54,1998,Italy,2,2,Chile, ,14.0,Italy,https://api.fifa.com/api/v1/picture/flags-sq-4/ita,9.0,Chile,https://api.fifa.com/api/v1/picture/flags-sq-4/chi
55,1998,Cameroon,1,1,Austria, ,49.0,Cameroon,https://api.fifa.com/api/v1/picture/flags-sq-4/cmr,31.0,Austria,https://api.fifa.com/api/v1/picture/flags-sq-4/aut
56,1998,Paraguay,0,0,Bulgaria, ,29.0,Paraguay,https://api.fifa.com/api/v1/picture/flags-sq-4/par,35.0,Bulgaria,https://api.fifa.com/api/v1/picture/flags-sq-4/bul
57,1998,Saudi Arabia,0,1,Denmark, ,34.0,Saudi Arabia,https://api.fifa.com/api/v1/picture/flags-sq-4/ksa,27.0,Denmark,https://api.fifa.com/api/v1/picture/flags-sq-4/den
58,1998,France,3,0,South Africa, ,18.0,France,https://api.fifa.com/api/v1/picture/flags-sq-4/fra,24.0,South Africa,https://api.fifa.com/api/v1/picture/flags-sq-4/rsa
59,1998,Spain,2,3,Nigeria, ,15.0,Spain,https://api.fifa.com/api/v1/picture/flags-sq-4/esp,,,
60,1998,Korea Republic,1,3,Mexico, ,20.0,Korea Republic,https://api.fifa.com/api/v1/picture/flags-sq-4/kor,4.0,Mexico,https://api.fifa.com/api/v1/picture/flags-sq-4/mex
61,1998,Netherlands,0,0,Belgium, ,25.0,Netherlands,https://api.fifa.com/api/v1/picture/flags-sq-4/ned,36.0,Belgium,https://api.fifa.com/api/v1/picture/flags-sq-4/bel
62,1998,Argentina,1,0,Japan, ,6.0,Argentina,https://api.fifa.com/api/v1/picture/flags-sq-4/arg,12.0,Japan,https://api.fifa.com/api/v1/picture/flags-sq-4/jpn
63,1998,Yugoslavia,1,0,Iran, ,8.0,Yugoslavia,https://api.fifa.com/api/v1/picture/flags-sq-4/yug,,,
64,1998,Jamaica,1,3,Croatia, ,30.0,Jamaica,https://api.fifa.com/api/v1/picture/flags-sq-4/jam,19.0,Croatia,https://api.fifa.com/api/v1/picture/flags-sq-4/cro
65,1998,England,2,0,Tunisia, ,5.0,England,https://api.fifa.com/api/v1/picture/flags-sq-4/eng,21.0,Tunisia,https://api.fifa.com/api/v1/picture/flags-sq-4/tun
66,1998,Romania,1,0,Colombia, ,22.0,Romania,https://api.fifa.com/api/v1/picture/flags-sq-4/rou,10.0,Colombia,https://api.fifa.com/api/v1/picture/flags-sq-4/col
67,1998,Germany,2,0,USA, ,2.0,Germany,https://api.fifa.com/api/v1/picture/flags-sq-4/ger,11.0,USA,https://api.fifa.com/api/v1/picture/flags-sq-4/usa
68,1998,Scotland,1,1,Norway, ,41.0,Scotland,https://api.fifa.com/api/v1/picture/flags-sq-4/sco,7.0,Norway,https://api.fifa.com/api/v1/picture/flags-sq-4/nor
69,1998,Brazil,3,0,Morocco, ,1.0,Brazil,https://api.fifa.com/api/v1/picture/flags-sq-4/bra,13.0,Morocco,https://api.fifa.com/api/v1/picture/flags-sq-4/mar
70,1998,Chile,1,1,Austria, ,9.0,Chile,https://api.fifa.com/api/v1/picture/flags-sq-4/chi,31.0,Austria,https://api.fifa.com/api/v1/picture/flags-sq-4/aut
71,1998,Italy,3,0,Cameroon, ,14.0,Italy,https://api.fifa.com/api/v1/picture/flags-sq-4/ita,49.0,Cameroon,https://api.fifa.com/api/v1/picture/flags-sq-4/cmr
72,1998,South Africa,1,1,Denmark, ,24.0,South Africa,https://api.fifa.com/api/v1/picture/flags-sq-4/rsa,27.0,Denmark,https://api.fifa.com/api/v1/picture/flags-sq-4/den
73,1998,France,4,0,Saudi Arabia, ,18.0,France,https://api.fifa.com/api/v1/picture/flags-sq-4/fra,34.0,Saudi Arabia,https://api.fifa.com/api/v1/picture/flags-sq-4/ksa
74,1998,Nigeria,1,0,Bulgaria, ,,,,35.0,Bulgaria,https://api.fifa.com/api/v1/picture/flags-sq-4/bul
75,1998,Spain,0,0,Paraguay, ,15.0,Spain,https://api.fifa.com/api/v1/picture/flags-sq-4/esp,29.0,Paraguay,https://api.fifa.com/api/v1/picture/flags-sq-4/par
76,1998,Japan,0,1,Croatia, ,12.0,Japan,https://api.fifa.com/api/v1/picture/flags-sq-4/jpn,19.0,Croatia,https://api.fifa.com/api/v1/picture/flags-sq-4/cro
77,1998,Belgium,2,2,Mexico, ,36.0,Belgium,https://api.fifa.com/api/v1/picture/flags-sq-4/bel,4.0,Mexico,https://api.fifa.com/api/v1/picture/flags-sq-4/mex
78,1998,Netherlands,5,0,Korea Republic, ,25.0,Netherlands,https://api.fifa.com/api/v1/picture/flags-sq-4/ned,20.0,Korea Republic,https://api.fifa.com/api/v1/picture/flags-sq-4/kor
79,1998,Germany,2,2,Yugoslavia, ,2.0,Germany,https://api.fifa.com/api/v1/picture/flags-sq-4/ger,8.0,Yugoslavia,https://api.fifa.com/api/v1/picture/flags-sq-4/yug
80,1998,Argentina,5,0,Jamaica, ,6.0,Argentina,https://api.fifa.com/api/v1/picture/flags-sq-4/arg,30.0,Jamaica,https://api.fifa.com/api/v1/picture/flags-sq-4/jam
81,1998,USA,1,2,Iran, ,11.0,USA,https://api.fifa.com/api/v1/picture/flags-sq-4/usa,,,
82,1998,Colombia,1,0,Tunisia, ,10.0,Colombia,https://api.fifa.com/api/v1/picture/flags-sq-4/col,21.0,Tunisia,https://api.fifa.com/api/v1/picture/flags-sq-4/tun
83,1998,Romania,2,1,England, ,22.0,Romania,https://api.fifa.com/api/v1/picture/flags-sq-4/rou,5.0,England,https://api.fifa.com/api/v1/picture/flags-sq-4/eng
84,1998,Italy,2,1,Austria, ,14.0,Italy,https://api.fifa.com/api/v1/picture/flags-sq-4/ita,31.0,Austria,https://api.fifa.com/api/v1/picture/flags-sq-4/aut
85,1998,Chile,1,1,Cameroon, ,9.0,Chile,https://api.fifa.com/api/v1/picture/flags-sq-4/chi,49.0,Cameroon,https://api.fifa.com/api/v1/picture/flags-sq-4/cmr
86,1998,Scotland,0,3,Morocco, ,41.0,Scotland,https://api.fifa.com/api/v1/picture/flags-sq-4/sco,13.0,Morocco,https://api.fifa.com/api/v1/picture/flags-sq-4/mar
87,1998,Brazil,1,2,Norway, ,1.0,Brazil,https://api.fifa.com/api/v1/picture/flags-sq-4/bra,7.0,Norway,https://api.fifa.com/api/v1/picture/flags-sq-4/nor
88,1998,France,2,1,Denmark, ,18.0,France,https://api.fifa.com/api/v1/picture/flags-sq-4/fra,27.0,Denmark,https://api.fifa.com/api/v1/picture/flags-sq-4/den
89,1998,South Africa,2,2,Saudi Arabia, ,24.0,South Africa,https://api.fifa.com/api/v1/picture/flags-sq-4/rsa,34.0,Saudi Arabia,https://api.fifa.com/api/v1/picture/flags-sq-4/ksa
90,1998,Spain,6,1,Bulgaria, ,15.0,Spain,https://api.fifa.com/api/v1/picture/flags-sq-4/esp,35.0,Bulgaria,https://api.fifa.com/api/v1/picture/flags-sq-4/bul
91,1998,Nigeria,1,3,Paraguay, ,,,,29.0,Paraguay,https://api.fifa.com/api/v1/picture/flags-sq-4/par
92,1998,Belgium,1,1,Korea Republic, ,36.0,Belgium,https://api.fifa.com/api/v1/picture/flags-sq-4/bel,20.0,Korea Republic,https://api.fifa.com/api/v1/picture/flags-sq-4/kor
93,1998,Netherlands,2,2,Mexico, ,25.0,Netherlands,https://api.fifa.com/api/v1/picture/flags-sq-4/ned,4.0,Mexico,https://api.fifa.com/api/v1/picture/flags-sq-4/mex
94,1998,Germany,2,0,Iran, ,2.0,Germany,https://api.fifa.com/api/v1/picture/flags-sq-4/ger,,,
95,1998,USA,0,1,Yugoslavia, ,11.0,USA,https://api.fifa.com/api/v1/picture/flags-sq-4/usa,8.0,Yugoslavia,https://api.fifa.com/api/v1/picture/flags-sq-4/yug
96,1998,Japan,1,2,Jamaica, ,12.0,Japan,https://api.fifa.com/api/v1/picture/flags-sq-4/jpn,30.0,Jamaica,https://api.fifa.com/api/v1/picture/flags-sq-4/jam
97,1998,Argentina,1,0,Croatia, ,6.0,Argentina,https://api.fifa.com/api/v1/picture/flags-sq-4/arg,19.0,Croatia,https://api.fifa.com/api/v1/picture/flags-sq-4/cro
98,1998,Romania,1,1,Tunisia, ,22.0,Romania,https://api.fifa.com/api/v1/picture/flags-sq-4/rou,21.0,Tunisia,https://api.fifa.com/api/v1/picture/flags-sq-4/tun
99,1998,Colombia,0,2,England, ,10.0,Colombia,https://api.fifa.com/api/v1/picture/flags-sq-4/col,5.0,England,https://api.fifa.com/api/v1/picture/flags-sq-4/eng
100,1998,Italy,1,0,Norway, ,14.0,Italy,https://api.fifa.com/api/v1/picture/flags-sq-4/ita,7.0,Norway,https://api.fifa.com/api/v1/picture/flags-sq-4/nor
101,1998,Brazil,4,1,Chile, ,1.0,Brazil,https://api.fifa.com/api/v1/picture/flags-sq-4/bra,9.0,Chile,https://api.fifa.com/api/v1/picture/flags-sq-4/chi
102,1998,France,1,0,Paraguay,France win after extra time ,18.0,France,https://api.fifa.com/api/v1/picture/flags-sq-4/fra,29.0,Paraguay,https://api.fifa.com/api/v1/picture/flags-sq-4/par
103,1998,Nigeria,1,4,Denmark, ,,,,27.0,Denmark,https://api.fifa.com/api/v1/picture/flags-sq-4/den
104,1998,Germany,2,1,Mexico, ,2.0,Germany,https://api.fifa.com/api/v1/picture/flags-sq-4/ger,4.0,Mexico,https://api.fifa.com/api/v1/picture/flags-sq-4/mex
105,1998,Netherlands,2,1,Yugoslavia, ,25.0,Netherlands,https://api.fifa.com/api/v1/picture/flags-sq-4/ned,8.0,Yugoslavia,https://api.fifa.com/api/v1/picture/flags-sq-4/yug
106,1998,Romania,0,1,Croatia, ,22.0,Romania,https://api.fifa.com/api/v1/picture/flags-sq-4/rou,19.0,Croatia,https://api.fifa.com/api/v1/picture/flags-sq-4/cro
107,1998,Argentina,2,2,England,Argentina win on penalties (4 - 3) ,6.0,Argentina,https://api.fifa.com/api/v1/picture/flags-sq-4/arg,5.0,England,https://api.fifa.com/api/v1/picture/flags-sq-4/eng
108,1998,Italy,0,0,France,France win on penalties (3 - 4) ,14.0,Italy,https://api.fifa.com/api/v1/picture/flags-sq-4/ita,18.0,France,https://api.fifa.com/api/v1/picture/flags-sq-4/fra
109,1998,Brazil,3,2,Denmark, ,1.0,Brazil,https://api.fifa.com/api/v1/picture/flags-sq-4/bra,27.0,Denmark,https://api.fifa.com/api/v1/picture/flags-sq-4/den
110,1998,Netherlands,2,1,Argentina, ,25.0,Netherlands,https://api.fifa.com/api/v1/picture/flags-sq-4/ned,6.0,Argentina,https://api.fifa.com/api/v1/picture/flags-sq-4/arg
111,1998,Germany,0,3,Croatia, ,2.0,Germany,https://api.fifa.com/api/v1/picture/flags-sq-4/ger,19.0,Croatia,https://api.fifa.com/api/v1/picture/flags-sq-4/cro
112,1998,Brazil,1,1,Netherlands,Brazil win on penalties (4 - 2) ,1.0,Brazil,https://api.fifa.com/api/v1/picture/flags-sq-4/bra,25.0,Netherlands,https://api.fifa.com/api/v1/picture/flags-sq-4/ned
113,1998,France,2,1,Croatia, ,18.0,France,https://api.fifa.com/api/v1/picture/flags-sq-4/fra,19.0,Croatia,https://api.fifa.com/api/v1/picture/flags-sq-4/cro
114,1998,Netherlands,1,2,Croatia, ,25.0,Netherlands,https://api.fifa.com/api/v1/picture/flags-sq-4/ned,19.0,Croatia,https://api.fifa.com/api/v1/picture/flags-sq-4/cro
115,1998,Brazil,0,3,France, ,1.0,Brazil,https://api.fifa.com/api/v1/picture/flags-sq-4/bra,18.0,France,https://api.fifa.com/api/v1/picture/flags-sq-4/fra
116,2002,France,0,1,Senegal, ,1.0,France,https://api.fifa.com/api/v1/picture/flags-sq-4/fra,42.0,Senegal,https://api.fifa.com/api/v1/picture/flags-sq-4/sen
117,2002,Uruguay,1,2,Denmark, ,24.0,Uruguay,https://api.fifa.com/api/v1/picture/flags-sq-4/uru,20.0,Denmark,https://api.fifa.com/api/v1/picture/flags-sq-4/den
118,2002,"rn"">Republic of Ireland",1,1,Cameroon, ,,,,17.0,Cameroon,https://api.fifa.com/api/v1/picture/flags-sq-4/cmr
119,2002,Germany,8,0,Saudi Arabia, ,11.0,Germany,https://api.fifa.com/api/v1/picture/flags-sq-4/ger,34.0,Saudi Arabia,https://api.fifa.com/api/v1/picture/flags-sq-4/ksa
120,2002,Argentina,1,0,Nigeria, ,3.0,Argentina,https://api.fifa.com/api/v1/picture/flags-sq-4/arg,27.0,Nigeria,https://api.fifa.com/api/v1/picture/flags-sq-4/nga
121,2002,Paraguay,2,2,South Africa, ,18.0,Paraguay,https://api.fifa.com/api/v1/picture/flags-sq-4/par,37.0,South Africa,https://api.fifa.com/api/v1/picture/flags-sq-4/rsa
122,2002,England,1,1,Sweden, ,12.0,England,https://api.fifa.com/api/v1/picture/flags-sq-4/eng,19.0,Sweden,https://api.fifa.com/api/v1/picture/flags-sq-4/swe
123,2002,Spain,3,1,Slovenia, ,8.0,Spain,https://api.fifa.com/api/v1/picture/flags-sq-4/esp,25.0,Slovenia,https://api.fifa.com/api/v1/picture/flags-sq-4/svn
124,2002,Brazil,2,1,Turkey, ,2.0,Brazil,https://api.fifa.com/api/v1/picture/flags-sq-4/bra,22.0,Turkey,https://api.fifa.com/api/v1/picture/flags-sq-4/tur
125,2002,Italy,2,0,Ecuador, ,6.0,Italy,https://api.fifa.com/api/v1/picture/flags-sq-4/ita,36.0,Ecuador,https://api.fifa.com/api/v1/picture/flags-sq-4/ecu
126,2002,Croatia,0,1,Mexico, ,21.0,Croatia,https://api.fifa.com/api/v1/picture/flags-sq-4/cro,7.0,Mexico,https://api.fifa.com/api/v1/picture/flags-sq-4/mex
127,2002,China PR,0,2,Costa Rica, ,50.0,China PR,https://api.fifa.com/api/v1/picture/flags-sq-4/chn,29.0,Costa Rica,https://api.fifa.com/api/v1/picture/flags-sq-4/crc
128,2002,Japan,2,2,Belgium, ,32.0,Japan,https://api.fifa.com/api/v1/picture/flags-sq-4/jpn,23.0,Belgium,https://api.fifa.com/api/v1/picture/flags-sq-4/bel
129,2002,Korea Republic,2,0,Poland, ,40.0,Korea Republic,https://api.fifa.com/api/v1/picture/flags-sq-4/kor,38.0,Poland,https://api.fifa.com/api/v1/picture/flags-sq-4/pol
130,2002,Russia,2,0,Tunisia, ,28.0,Russia,https://api.fifa.com/api/v1/picture/flags-sq-4/rus,31.0,Tunisia,https://api.fifa.com/api/v1/picture/flags-sq-4/tun
131,2002,USA,3,2,Portugal, ,13.0,USA,https://api.fifa.com/api/v1/picture/flags-sq-4/usa,5.0,Portugal,https://api.fifa.com/api/v1/picture/flags-sq-4/por
132,2002,Germany,1,1,"rn"">Republic of Ireland", ,11.0,Germany,https://api.fifa.com/api/v1/picture/flags-sq-4/ger,,,
133,2002,Denmark,1,1,Senegal, ,20.0,Denmark,https://api.fifa.com/api/v1/picture/flags-sq-4/den,42.0,Senegal,https://api.fifa.com/api/v1/picture/flags-sq-4/sen
134,2002,Cameroon,1,0,Saudi Arabia, ,17.0,Cameroon,https://api.fifa.com/api/v1/picture/flags-sq-4/cmr,34.0,Saudi Arabia,https://api.fifa.com/api/v1/picture/flags-sq-4/ksa
135,2002,France,0,0,Uruguay, ,1.0,France,https://api.fifa.com/api/v1/picture/flags-sq-4/fra,24.0,Uruguay,https://api.fifa.com/api/v1/picture/flags-sq-4/uru
136,2002,Sweden,2,1,Nigeria, ,19.0,Sweden,https://api.fifa.com/api/v1/picture/flags-sq-4/swe,27.0,Nigeria,https://api.fifa.com/api/v1/picture/flags-sq-4/nga
137,2002,Argentina,0,1,England, ,3.0,Argentina,https://api.fifa.com/api/v1/picture/flags-sq-4/arg,12.0,England,https://api.fifa.com/api/v1/picture/flags-sq-4/eng
138,2002,Spain,3,1,Paraguay, ,8.0,Spain,https://api.fifa.com/api/v1/picture/flags-sq-4/esp,18.0,Paraguay,https://api.fifa.com/api/v1/picture/flags-sq-4/par
139,2002,South Africa,1,0,Slovenia, ,37.0,South Africa,https://api.fifa.com/api/v1/picture/flags-sq-4/rsa,25.0,Slovenia,https://api.fifa.com/api/v1/picture/flags-sq-4/svn
140,2002,Brazil,4,0,China PR, ,2.0,Brazil,https://api.fifa.com/api/v1/picture/flags-sq-4/bra,50.0,China PR,https://api.fifa.com/api/v1/picture/flags-sq-4/chn
141,2002,Italy,1,2,Croatia, ,6.0,Italy,https://api.fifa.com/api/v1/picture/flags-sq-4/ita,21.0,Croatia,https://api.fifa.com/api/v1/picture/flags-sq-4/cro
142,2002,Costa Rica,1,1,Turkey, ,29.0,Costa Rica,https://api.fifa.com/api/v1/picture/flags-sq-4/crc,22.0,Turkey,https://api.fifa.com/api/v1/picture/flags-sq-4/tur
143,2002,Japan,1,0,Russia, ,32.0,Japan,https://api.fifa.com/api/v1/picture/flags-sq-4/jpn,28.0,Russia,https://api.fifa.com/api/v1/picture/flags-sq-4/rus
144,2002,Mexico,2,1,Ecuador, ,7.0,Mexico,https://api.fifa.com/api/v1/picture/flags-sq-4/mex,36.0,Ecuador,https://api.fifa.com/api/v1/picture/flags-sq-4/ecu
145,2002,Korea Republic,1,1,USA, ,40.0,Korea Republic,https://api.fifa.com/api/v1/picture/flags-sq-4/kor,13.0,USA,https://api.fifa.com/api/v1/picture/flags-sq-4/usa
146,2002,Portugal,4,0,Poland, ,5.0,Portugal,https://api.fifa.com/api/v1/picture/flags-sq-4/por,38.0,Poland,https://api.fifa.com/api/v1/picture/flags-sq-4/pol
147,2002,Tunisia,1,1,Belgium, ,31.0,Tunisia,https://api.fifa.com/api/v1/picture/flags-sq-4/tun,23.0,Belgium,https://api.fifa.com/api/v1/picture/flags-sq-4/bel
148,2002,Denmark,2,0,France, ,20.0,Denmark,https://api.fifa.com/api/v1/picture/flags-sq-4/den,1.0,France,https://api.fifa.com/api/v1/picture/flags-sq-4/fra
149,2002,Senegal,3,3,Uruguay, ,42.0,Senegal,https://api.fifa.com/api/v1/picture/flags-sq-4/sen,24.0,Uruguay,https://api.fifa.com/api/v1/picture/flags-sq-4/uru
150,2002,Saudi Arabia,0,3,"rn"">Republic of Ireland", ,34.0,Saudi Arabia,https://api.fifa.com/api/v1/picture/flags-sq-4/ksa,,,
151,2002,Cameroon,0,2,Germany, ,17.0,Cameroon,https://api.fifa.com/api/v1/picture/flags-sq-4/cmr,11.0,Germany,https://api.fifa.com/api/v1/picture/flags-sq-4/ger
152,2002,Sweden,1,1,Argentina, ,19.0,Sweden,https://api.fifa.com/api/v1/picture/flags-sq-4/swe,3.0,Argentina,https://api.fifa.com/api/v1/picture/flags-sq-4/arg
153,2002,Nigeria,0,0,England, ,27.0,Nigeria,https://api.fifa.com/api/v1/picture/flags-sq-4/nga,12.0,England,https://api.fifa.com/api/v1/picture/flags-sq-4/eng
154,2002,Slovenia,1,3,Paraguay, ,25.0,Slovenia,https://api.fifa.com/api/v1/picture/flags-sq-4/svn,18.0,Paraguay,https://api.fifa.com/api/v1/picture/flags-sq-4/par
155,2002,South Africa,2,3,Spain, ,37.0,South Africa,https://api.fifa.com/api/v1/picture/flags-sq-4/rsa,8.0,Spain,https://api.fifa.com/api/v1/picture/flags-sq-4/esp
156,2002,Costa Rica,2,5,Brazil, ,29.0,Costa Rica,https://api.fifa.com/api/v1/picture/flags-sq-4/crc,2.0,Brazil,https://api.fifa.com/api/v1/picture/flags-sq-4/bra
157,2002,Turkey,3,0,China PR, ,22.0,Turkey,https://api.fifa.com/api/v1/picture/flags-sq-4/tur,50.0,China PR,https://api.fifa.com/api/v1/picture/flags-sq-4/chn
158,2002,Ecuador,1,0,Croatia, ,36.0,Ecuador,https://api.fifa.com/api/v1/picture/flags-sq-4/ecu,21.0,Croatia,https://api.fifa.com/api/v1/picture/flags-sq-4/cro
159,2002,Mexico,1,1,Italy, ,7.0,Mexico,https://api.fifa.com/api/v1/picture/flags-sq-4/mex,6.0,Italy,https://api.fifa.com/api/v1/picture/flags-sq-4/ita
160,2002,Tunisia,0,2,Japan, ,31.0,Tunisia,https://api.fifa.com/api/v1/picture/flags-sq-4/tun,32.0,Japan,https://api.fifa.com/api/v1/picture/flags-sq-4/jpn
161,2002,Portugal,0,1,Korea Republic, ,5.0,Portugal,https://api.fifa.com/api/v1/picture/flags-sq-4/por,40.0,Korea Republic,https://api.fifa.com/api/v1/picture/flags-sq-4/kor
